,CITY,STATE,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA
1346,Conchas,SP,5215.0,4252.0,13127.0,8302.0,0.736,-48.00989213,-23.01295808,323591.68,18466.68
1347,Concórdia,SC,23030.0,18784.0,55209.0,37928.0,0.8,-52.02397107,-27.23365878,2921.66,39910.16
1349,Condado,PE,6821.0,6350.0,22369.0,13709.0,0.602,-35.10411849,-7.589382255,205137.0,7887.46
1350,Condado,PB,1911.0,1362.0,4523.0,2666.0,0.594,-37.60397133,-6.912306777,55327.4,8205.16
1351,Conde,BA,6158.0,3289.0,11992.0,7159.0,0.56,-37.60697798,-11.81343176,253865.19,9611.74
1352,Conde,PB,5789.0,3933.0,15915.0,9960.0,0.618,-34.90715134,-7.263571827,592562.97,24305.29
1353,Condeúba,BA,4699.0,2177.0,7461.0,4508.0,0.58,-41.97080954,-14.89041036,126993.04,6966.54
1354,Condor,RS,2139.0,1347.0,4034.0,2610.0,0.747,-53.48894333,-28.20529578,341.78,50069.74
1355,Cônego Marinho,MG,1829.0,526.0,1908.0,1104.0,0.621,-44.41515471,-15.29627032,48827.07,6415.33
1356,Confins,MG,1696.0,1696.0,5396.0,3668.0,0.747,-43.99559609,-19.62994825,1007.01,153860.05
1357,Confresa,MT,7226.0,4264.0,16210.0,10542.0,0.67,-51.57103362,-10.64073058,701684.84,24268.84
1358,Congo,PB,1478.0,945.0,2997.0,1790.0,0.581,-36.66153286,-7.792570778,48471.51,10129.89
1359,Congonhal,MG,3380.0,2524.0,7693.0,5180.0,0.71,-46.05366237,-22.15256076,190845.45,16469.23
1360,Congonhas,MG,14076.0,13695.0,47032.0,31969.0,0.753,-43.85689265,-20.50464279,2705.92,50722.06
1362,Congonhinhas,PR,2708.0,1625.0,4814.0,2938.0,0.67,-50.55442805,-23.5469021,175648.1,20007.76
1363,Conquista,MG,2085.0,1804.0,5621.0,3669.0,0.73,-47.54328322,-19.93693063,452922.78,65375.69
1364,Conquista D'Oeste,MT,955.0,631.0,2049.0,1364.0,0.718,-59.54507421,-14.53627281,84.06,22125.95
1365,Conselheiro Lafaiete,MG,35206.0,33694.0,110658.0,75404.0,0.76,-43.78844466,-20.6608518,1989313.23,15735.75
1366,Conselheiro Mairinck,PR,1195.0,846.0,2514.0,1573.0,0.71,-50.171773,-23.62156171,102067.97,26518.05
1367,Conselheiro Pena,MG,7391.0,5889.0,17446.0,10619.0,0.662,-41.47197402,-19.1756232,268.15,11562.24
1368,Consolação,MG,563.0,306.0,949.0,571.0,0.67,-45.92225072,-22.55046504,26447.53,14636.16
1369,Constantina,RS,3001.0,2151.0,6509.0,4247.0,0.754,-52.98773883,-27.73041109,266161.98,26350.06
1370,Contagem,MG,185037.0,184455.0,595593.0,412478.0,0.76,-44.06634465,-19.94344591,26487357.03,40512.94
1371,Contenda,PR,4690.0,2703.0,7576.0,4891.0,0.68,-49.53161187,-25.68076631,344272.79,19401.11
1373,Coqueiral,MG,2863.0,2047.0,6556.0,4123.0,0.69,-45.44080557,-21.18657452,175366.79,18565.19
1374,Coqueiro Baixo,RS,534.0,115.0,282.0,133.0,0.69,-52.09460256,-29.1792568,33135.16,21240.49
1375,Coqueiro Seco,AL,1522.0,1378.0,4965.0,3101.0,0.586,-35.795363,-9.637554271,60699.65,10296.8
1379,Corbélia,PR,5198.0,4470.0,13926.0,9091.0,0.738,-53.29652778,-24.79964952,610849.98,35649.25
1380,Cordeiro,RJ,6610.0,6430.0,19856.0,12914.0,0.73,-42.36303054,-22.02777656,346259.22,16365.4
1381,Cordeirópolis,SP,6450.0,5790.0,18065.0,12089.0,0.758,-47.45828293,-22.48170703,2258962.72,96056.59
1382,Cordeiros,BA,2212.0,749.0,2551.0,1581.0,0.579,-41.93573391,-15.03723411,52833.69,5956.45
1383,Cordilheira Alta,SC,1113.0,447.0,1448.0,1052.0,0.747,-52.60325127,-26.98508129,188245.25,44261.76
1384,Cordisburgo,MG,2689.0,1823.0,5947.0,3883.0,0.66,-44.32206745,-19.12853332,100211.98,11117.37
1385,Cordislândia,MG,1067.0,870.0,2728.0,1692.0,0.66,-45.70052973,-21.79120776,70900.06,19804.49
1386,Coreaú,CE,5942.0,3988.0,14193.0,8597.0,0.61,-40.65695108,-3.549487861,134869.72,5863.9
1387,Coremas,PB,4360.0,3357.0,11376.0,6823.0,0.59,-37.94553728,-7.016918284,142269.04,9227.46
1388,Corguinho,MS,1694.0,639.0,1810.0,1136.0,0.67,-54.830006,-19.83121802,107721.27,19160.67
1389,Coribe,BA,4250.0,1869.0,6135.0,3652.0,0.6,-44.45303643,-13.82784161,122928.83,8220.46
1390,Corinto,MG,7289.0,6451.0,21041.0,13179.0,0.68,-44.45622565,-18.36351629,303271.3,12425.59
1391,Cornélio Procópio,PR,15155.0,14337.0,43954.0,28977.0,0.759,-50.65148448,-23.1832575,1408089.09,28964.09
1392,Coroaci,MG,2995.0,1572.0,5168.0,3174.0,0.626,-42.28302789,-18.61808351,88.78,8565.33
1393,Coroados,SP,1701.0,1390.0,4241.0,2843.0,0.72,-50.28729585,-21.35405285,131.47,22589.03
1394,Coroatá,MA,15952.0,11412.0,43250.0,25401.0,0.58,-44.1255992,-4.128976,400038.04,6238.6
1395,Coromandel,MG,9601.0,7531.0,21503.0,14269.0,0.708,-47.20154773,-18.4738506,940424.92,33017.06
1396,Coronel Barros,RS,877.0,405.0,1092.0,681.0,0.74,-54.07366243,-28.38454086,105046.93,41098.17
1397,Coronel Bicaco,RS,2621.0,1747.0,5055.0,3098.0,0.665,-53.70912811,-27.71787302,308746.66,39577.83
1398,Coronel Domingos Soares,PR,2064.0,516.0,1743.0,1104.0,0.6,-52.03453868,-26.22654777,171300.28,22518.77
1399,Coronel Ezequiel,RN,1575.0,714.0,2273.0,1329.0,0.59,-36.21477104,-6.38340239,41198.45,7370.03
1400,Coronel Fabriciano,MG,31643.0,31270.0,99429.0,66498.0,0.755,-42.62434658,-19.52505284,1606532.14,14623.85
1401,Coronel Freitas,SC,3084.0,1922.0,5775.0,3890.0,0.74,-52.70915146,-26.90325141,258007.03,25381.9
1402,Coronel João Pessoa,RN,1275.0,506.0,1771.0,1070.0,0.578,-38.44025816,-6.260112211,37.22,7485.2
1403,Coronel João Sá,BA,4896.0,2128.0,7031.0,4246.0,0.535,-37.93296434,-10.2793954,132814.2,7835.18
1404,Coronel José Dias,PI,1325.0,432.0,1490.0,910.0,0.546,-42.4703571,-8.816369411,30291.54,6577.97
1405,Coronel Macedo,SP,1628.0,1266.0,3863.0,2401.0,0.69,-49.3189124,-23.63223498,77636.52,15905.86
1407,Coronel Murta,MG,2537.0,1884.0,6681.0,4142.0,0.627,-42.18480382,-16.61026824,81442.06,8659.44
1408,Coronel Pacheco,MG,927.0,663.0,2141.0,1387.0,0.669,-43.26885797,-21.57641515,39929.0,12810.07
1409,Coronel Pilar,RS,521.0,60.0,174.0,94.0,0.727,-51.6849346,-29.27271008,35032.92,20203.53
1410,Coronel Sapucaia,MS,3187.0,2855.0,8355.0,5075.0,0.589,-55.54132769,-23.27644456,182821.13,12256.71
1411,Coronel Vivida,PR,6945.0,4985.0,14188.0,9131.0,0.723,-52.56708664,-25.9781535,623934.62,28680.06
1412,Coronel Xavier Chaves,MG,997.0,538.0,1800.0,1182.0,0.677,-44.22862425,-21.02459501,52.36,15128.8
1413,Córrego Danta,MG,1215.0,754.0,2080.0,1306.0,0.69,-45.89847103,-19.82641002,104304.23,30914.12
1416,Córrego Fundo,MG,1799.0,1368.0,4401.0,3006.0,0.68,-45.55339545,-20.45552532,151851.12,24288.41
1417,Córrego Novo,MG,998.0,655.0,2034.0,1229.0,0.632,-42.40013788,-19.83478548,34812.75,11604.25
1418,Correia Pinto,SC,4606.0,3760.0,11992.0,7744.0,0.7,-50.36376055,-27.58480834,575750.86,42362.66
1419,Corrente,PI,6673.0,4272.0,15643.0,9743.0,0.642,-45.16331252,-10.44093604,280288.51,10718.9
1420,Correntes,PE,4361.0,2577.0,10184.0,6201.0,0.536,-36.3297019,-9.128665502,133367.22,7395.73
1421,Correntina,BA,8772.0,3798.0,12554.0,7908.0,0.603,-44.6410867,-13.34177182,1123973.08,33778.3
1422,Cortês,PE,3328.0,2150.0,7783.0,4852.0,0.568,-35.5415869,-8.475151217,126476.33,10052.96
1423,Corumbá,MS,27697.0,24831.0,91373.0,57216.0,0.7,-57.64898546,-19.00637465,2629782.84,24061.55
1425,Corumbaíba,GO,2686.0,2019.0,6243.0,4126.0,0.698,-48.55610207,-18.13690608,448505.13,48718.78
1426,Corumbataí,SP,1216.0,677.0,2091.0,1356.0,0.754,-47.62661013,-22.21899675,166351.29,41125.16
1428,Corumbiara,RO,2655.0,834.0,2559.0,1685.0,0.613,-60.94870117,-12.99752024,236.58,27040.6
1429,Corupá,SC,4282.0,3326.0,6921.0,4691.0,0.78,-49.226737,-26.43196632,379.87,24768.34
1430,Coruripe,AL,13512.0,12022.0,45744.0,28456.0,0.626,-36.17607831,-10.12654725,1551618.91,27183.71
1431,Cosmópolis,SP,17847.0,16633.0,54542.0,36897.0,0.769,-47.19677078,-22.64578489,1318217.86,19396.97
1432,Cosmorama,SP,2567.0,1757.0,4920.0,3155.0,0.722,-49.77885969,-20.47703466,227705.84,30850.27
1433,Costa Marques,RO,3718.0,1980.0,7366.0,4358.0,0.611,-64.23165394,-12.43601388,206123.18,12102.82
1434,Costa Rica,MS,6495.0,5554.0,16694.0,11164.0,0.706,-53.1330469,-18.54354839,1493810.8,75311.86
1435,Cotegipe,BA,3770.0,1906.0,6610.0,3988.0,0.59,-44.25247614,-12.02859738,124782.62,8660.05
1436,Cotia,SP,59017.0,59017.0,174780.0,118610.0,0.78,-46.93184633,-23.603514,10991457.8,47033.14
1437,Cotiporã,RS,1248.0,721.0,2044.0,1319.0,0.741,-51.69643368,-28.99857643,122617.79,30623.82
1438,Cotriguaçu,MT,4286.0,1597.0,5123.0,3326.0,0.601,-58.60689497,-9.886253872,191223.69,10501.6
1440,Couto Magalhães,TO,1422.0,568.0,1879.0,1162.0,0.605,-49.17657157,-8.35511837,78560.3,14343.67
1441,Coxilha,RS,937.0,584.0,1738.0,1146.0,0.706,-52.30027783,-28.12134171,206901.27,71840.72
1442,Coxim,MS,10532.0,9500.0,27773.0,18384.0,0.703,-54.75805595,-18.50841054,816.66,24575.12
1443,Coxixola,PB,588.0,268.0,782.0,486.0,0.64,-36.60482952,-7.628796961,18323.2,9598.32
1444,Craíbas,AL,5939.0,2021.0,7305.0,4291.0,0.525,-36.7723914,-9.619933797,157420.9,6450.88
1445,Crateús,CE,21727.0,15930.0,52502.0,32426.0,0.644,-40.66840013,-5.176950551,666706.13,8967.13
1446,Crato,CE,33997.0,28592.0,92119.0,59387.0,0.713,-39.4083903,-7.23175279,1509563.86,11642.3
1447,Cravinhos,SP,9220.0,8979.0,30835.0,20533.0,0.76,-47.73004235,-21.3404305,1037157.41,30163.95
1448,Cravolândia,BA,1469.0,935.0,3175.0,1955.0,0.599,-39.81271175,-13.36262306,41055.23,7373.42
1449,Criciúma,SC,61594.0,60908.0,174887.0,121840.0,0.79,-49.36593956,-28.67357225,6895.49,32968.64
1450,Crisólita,MG,1757.0,1023.0,3485.0,1956.0,0.585,-40.91489528,-17.2375344,53427.41,8120.9
1451,Crisópolis,BA,6026.0,2750.0,8586.0,5090.0,0.54,-38.15171582,-11.51778992,143554.28,6615.4
1452,Crissiumal,RS,4910.0,2286.0,6734.0,4241.0,0.71,-54.10003491,-27.49801227,316662.37,22248.46
1453,Cristais,MG,3729.0,2897.0,8793.0,5745.0,0.69,-45.51850385,-20.87523315,212039.63,17039.51
1454,Cristais Paulista,SP,2343.0,1703.0,5525.0,3686.0,0.73,-47.42380645,-20.402492,177.26,21246.82
1455,Cristal,RS,2355.0,1369.0,4077.0,2505.0,0.644,-52.0494104,-30.99934519,164031.71,21051.3
1457,Cristalândia,TO,2268.0,1855.0,5888.0,3640.0,0.67,-49.18630029,-10.59072464,113475.56,15376.09
1459,Cristália,MG,1480.0,835.0,3038.0,1772.0,0.583,-42.85955091,-16.71263401,40596.39,6736.87
1460,Cristalina,GO,13623.0,11055.0,36902.0,23932.0,0.7,-47.60681759,-16.76943366,2300098.3,42330.24
1461,Cristiano Otoni,MG,1417.0,1181.0,4152.0,2668.0,0.695,-43.79783638,-20.84085233,82275.41,15776.68
1462,Cristianópolis,GO,1045.0,889.0,2458.0,1560.0,0.688,-48.71229765,-17.19558895,67864.65,22427.18
1463,Cristina,MG,3111.0,1797.0,5899.0,3846.0,0.67,-45.26280861,-22.20832052,164.96,15735.92
1464,Cristinápolis,SE,4293.0,2293.0,7707.0,4606.0,0.55,-37.75465964,-11.4735578,214.49,11855.57
1465,Cristino Castro,PI,2634.0,1932.0,7221.0,4354.0,0.57,-44.22441475,-8.820186289,86.9,8490.79
1466,Cristópolis,BA,3727.0,919.0,3129.0,1998.0,0.614,-44.4118419,-12.23145081,131286.2,9146.31
1467,Crixás,GO,5081.0,3835.0,11681.0,7819.0,0.708,-49.96720394,-14.53759026,393477.59,23428.26
1469,Croatá,CE,4833.0,2617.0,9019.0,5170.0,0.59,-40.9090451,-4.414057266,116549.16,6546.97
1470,Cromínia,GO,1257.0,963.0,2663.0,1698.0,0.706,-49.38050548,-17.28185493,64329.27,17814.81
1471,Crucilândia,MG,1614.0,1015.0,2914.0,1857.0,0.65,-44.33783694,-20.39329177,58798.58,11675.65
1472,Cruz,CE,6198.0,2841.0,8054.0,5063.0,0.632,-40.17127871,-2.91670805,189421.0,7947.85
1473,Cruz Alta,RS,21270.0,20530.0,55679.0,35671.0,0.75,-53.60524076,-28.64244661,3311973.25,52062.77
1476,Cruz Machado,PR,5175.0,1837.0,5876.0,3635.0,0.664,-51.34770952,-26.01726888,306557.03,16256.07
1477,Cruzália,SP,779.0,532.0,1510.0,1008.0,0.774,-50.79366616,-22.74549893,69.48,31800.1
1478,Cruzaltense,RS,684.0,172.0,484.0,317.0,0.72,-52.64814299,-27.66488811,73848.38,35555.31
1479,Cruzeiro,SP,23138.0,22548.0,74932.0,49474.0,0.79,-44.96173196,-22.57774988,1988300.76,24424.5
1486,Cruzeta,RN,2452.0,2028.0,6489.0,4144.0,0.654,-36.79170532,-6.413176407,88853.36,10895.57
1487,Cruzília,MG,4538.0,4123.0,13235.0,8493.0,0.695,-44.81102348,-21.83895118,219383.67,14213.39
1488,Cruzmaltina,PR,1056.0,517.0,1501.0,952.0,0.67,-51.44424665,-23.9933276,95566.94,30552.09
1489,Cubatão,SP,36417.0,36417.0,69434.0,48044.0,0.737,-46.42003177,-23.883839,17668.0,138153.22
1490,Cubati,PB,2028.0,1460.0,4763.0,2787.0,0.57,-36.34792972,-6.862360609,56.77,7847.54
1491,Cuiabá,MT,165959.0,162788.0,527535.0,363330.0,0.785,-56.07325204,-15.56998901,22203168.44,37930.34
1492,Cuité,PB,5875.0,4043.0,13410.0,8036.0,0.591,-36.15320817,-6.485555301,178664.3,8785.18
1494,Cuitegi,PB,1909.0,1561.0,5588.0,3249.0,0.57,-35.52574123,-6.895813743,52242.95,7665.88
1495,Cujubim,RO,4606.0,3198.0,10968.0,6882.0,0.612,-62.58717453,-9.378193399,315311.67,14517.11
1496,Cumari,GO,1034.0,842.0,2391.0,1486.0,0.737,-48.15667678,-18.2613823,59975.61,20105.8
1497,Cumaru,PE,5097.0,2557.0,4781.0,2922.0,0.57,-35.69469896,-8.015032443,99292.6,8051.62
1499,Cumbe,SE,1171.0,704.0,2271.0,1412.0,0.604,-37.18789928,-10.35702503,38263.7,9568.32
1500,Cunha,SP,7028.0,3952.0,12078.0,7757.0,0.684,-44.9580269,-23.07475015,213621.06,9706.96
1501,Cunha Porã,SC,3565.0,2282.0,6518.0,4312.0,0.742,-53.17384557,-26.89172708,513162.93,46566.51
1502,Cunhataí,SC,554.0,194.0,568.0,370.0,0.754,-53.09329049,-26.9731397,40761.56,20914.09
1503,Cuparaque,MG,1568.0,1306.0,3877.0,2425.0,0.627,-41.10312574,-18.96664153,43.56,8761.76
1504,Cupira,PE,7238.0,6492.0,20740.0,12592.0,0.59,-35.95025737,-8.61128266,227316.55,9507.57
1505,Curaçá,BA,8690.0,3776.0,13705.0,8274.0,0.581,-39.90808102,-8.989032118,269055.81,7617.66
1506,Curimatá,PI,2931.0,1967.0,7075.0,4249.0,0.607,-44.30072223,-10.03129243,84.28,7553.71
1507,Curionópolis,PA,5235.0,3219.0,12512.0,7490.0,0.636,-49.60221422,-6.096819952,592.68,33717.21
1508,Curitiba,PR,576347.0,576347.0,1688975.0,1162399.0,0.823,-49.27184789,-25.432956,83788.9,44239.2
1509,Curitibanos,SC,11789.0,10896.0,34617.0,21871.0,0.721,-50.58260104,-27.28298251,1223189.84,31046.22
1510,Curiúva,PR,4392.0,2999.0,9519.0,6036.0,0.66,-50.45940552,-24.03582559,227.01,15224.05
1512,Currais Novos,RN,12505.0,11195.0,37522.0,23971.0,0.691,-36.51621922,-6.264672219,635523.83,14103.95
1516,Curral Velho,PB,653.0,383.0,1405.0,878.0,0.606,-38.20039145,-7.538085108,21534.71,8545.52
1517,Curralinho,PA,5379.0,2207.0,10884.0,6061.0,0.502,-49.79152285,-1.80942342,658235.51,20018.72
1518,Curralinhos,PI,1104.0,358.0,1326.0,786.0,0.555,-42.83221052,-5.620453229,24034.13,5521.28
1519,Curuá,PA,2649.0,1317.0,5852.0,3234.0,0.578,-55.11967861,-1.889928704,108616.84,7880.49
1520,Curuçá,PA,8515.0,3026.0,12169.0,7205.0,0.58,-47.85126509,-0.73249551,265955.65,6927.55
1521,Cururupu,MA,8443.0,5676.0,22229.0,13042.0,0.612,-44.86776162,-1.825520781,201698.71,6547.6
1522,Curvelândia,MT,1515.0,908.0,2886.0,1830.0,0.69,-57.91711498,-15.60930617,110897.43,22055.97
1523,Curvelo,MG,22716.0,20476.0,66960.0,43690.0,0.713,-44.42839897,-18.75548072,1354417.01,17057.93
1524,Custódia,PE,10147.0,6563.0,21700.0,13562.0,0.594,-37.64109659,-8.089002,364146.42,9983.73
1525,Cutias,AP,1035.0,562.0,2435.0,1398.0,0.628,-50.80162603,0.971078055,69709.27,12621.63
1526,Damianópolis,GO,1045.0,598.0,1809.0,1161.0,0.654,-46.17353581,-14.55743505,30644.22,9047.6
1527,Damião,PB,1377.0,680.0,2278.0,1323.0,0.521,-35.90994254,-6.631897407,38999.58,7363.97
1528,Damolândia,GO,959.0,766.0,2181.0,1487.0,0.7,-49.36110565,-16.25480162,36730.75,12583.33
1529,Darcinópolis,TO,1485.0,960.0,3456.0,2052.0,0.581,-47.75216111,-6.712351001,122373.47,20699.17
1530,Dário Meira,BA,3395.0,1391.0,5085.0,3143.0,0.54,-39.90246565,-14.43504744,92040.83,7757.99
1531,Datas,MG,1408.0,863.0,3087.0,1922.0,0.616,-43.65671464,-18.45330265,50905.92,9328.55
1532,David Canabarro,RS,1508.0,673.0,1912.0,1280.0,0.762,-51.85224906,-28.38461153,125077.95,25831.88
1533,Davinópolis,GO,766.0,503.0,1393.0,915.0,0.716,-47.55936839,-18.15856434,315913.88,148316.37
1534,Davinópolis,MA,3326.0,2752.0,10464.0,5974.0,0.607,-47.40499639,-5.534456216,717.03,56655.59
1535,Delfim Moreira,MG,2423.0,942.0,2998.0,1942.0,0.669,-45.27259636,-22.50200875,88.38,10774.38
1536,Delfinópolis,MG,2219.0,1608.0,4810.0,3080.0,0.74,-46.85817961,-20.34584622,168280.62,23486.48
1537,Delmiro Gouveia,AL,13257.0,9718.0,34807.0,21372.0,0.612,-37.99923349,-9.384574447,457025.04,8737.53
1538,Delta,MG,2389.0,2214.0,7329.0,4892.0,0.639,-47.77297143,-19.97747269,322.41,33213.76
1539,Demerval Lobão,PI,3801.0,3131.0,10833.0,6655.0,0.618,-42.67422861,-5.358465466,138.95,10235.62
1540,Denise,MT,2588.0,2191.0,7287.0,4676.0,0.68,-57.05377727,-14.73381592,421679.2,46645.93
1541,Deodápolis,MS,3946.0,3261.0,9962.0,6393.0,0.69,-54.16118324,-22.27294914,245700.57,19328.24
1542,Deputado Irapuan Pinheiro,CE,2771.0,1331.0,4116.0,2485.0,0.609,-39.26154177,-5.908962374,65.51,6908.19
1543,Derrubadas,RS,1056.0,316.0,901.0,549.0,0.71,-53.86511946,-27.26539094,77532.92,24810.53
1544,Descalvado,SP,9627.0,8622.0,27614.0,18425.0,0.76,-47.62066397,-21.909083,1385106.9,41764.12
1545,Descanso,SC,2651.0,1403.0,3625.0,2376.0,0.743,-53.50462887,-26.81787022,220703.59,26112.59
1546,Descoberto,MG,1590.0,1361.0,4060.0,2633.0,0.68,-42.97206918,-21.46020397,59424.03,11816.27
1547,Desterro,PB,2317.0,1430.0,4876.0,2878.0,0.58,-37.09216932,-7.29144753,60163.81,7266.16
1551,Diadema,SP,117397.0,117397.0,349014.0,240126.0,0.757,-46.62338139,-23.689295,13229.74,31865.08
1552,Diamante,PB,1764.0,1090.0,3818.0,2370.0,0.593,-38.26504421,-7.423583421,49410.17,7520.57
1553,Diamante D'Oeste,PR,1458.0,822.0,2536.0,1578.0,0.644,-54.10362643,-24.94216186,102518.95,19427.51
1556,Diamantina,MG,12831.0,11233.0,40491.0,26712.0,0.716,-43.59445682,-18.24209272,712.41,14812.65
1557,Diamantino,MT,5876.0,4637.0,15806.0,10447.0,0.718,-56.43356608,-14.40132296,2204680.82,104092.58
1558,Dianópolis,TO,5156.0,4434.0,16391.0,10029.0,0.701,-46.82040907,-11.62523188,285426.82,13302.27
1562,Dionísio,MG,2646.0,2147.0,7122.0,4547.0,0.7,-42.78236844,-19.84399667,69043.72,8246.0
1563,Dionísio Cerqueira,SC,4675.0,3263.0,7558.0,4739.0,0.706,-53.63139512,-26.26648853,400.47,26012.7
1564,Diorama,GO,856.0,537.0,1489.0,968.0,0.73,-51.25889307,-16.23170852,50102.76,19679.01
1565,Dirce Reis,SP,589.0,456.0,1279.0,828.0,0.741,-50.60605599,-20.46441279,52.68,29611.09
1566,Dirceu Arcoverde,PI,1869.0,680.0,2364.0,1499.0,0.561,-42.43956996,-9.335200044,36905.17,5364.12
1567,Divina Pastora,SE,1202.0,595.0,2093.0,1307.0,0.61,-37.14934496,-10.6773757,85777.81,17241.77
1568,Divinésia,MG,1043.0,716.0,2175.0,1393.0,0.657,-43.0110812,-20.99001034,41.62,12079.2
1569,Divino,MG,6046.0,3562.0,10652.0,6665.0,0.605,-42.14773934,-20.6129772,237311.06,11821.81
1572,Divinolândia,SP,3585.0,2479.0,7471.0,4997.0,0.73,-46.73686979,-21.66162151,269347.28,23550.52
1574,Divinópolis,MG,66706.0,64921.0,190832.0,131366.0,0.764,-44.89388553,-20.14207397,5635252.84,24191.34
1577,Divisa Alegre,MG,1647.0,1587.0,5686.0,3447.0,0.608,-41.34002433,-15.72393995,89783.52,13701.13
1578,Divisa Nova,MG,1775.0,1442.0,4645.0,2851.0,0.67,-46.20294111,-21.51726446,88.85,14685.78
1579,Divisópolis,MG,2423.0,1742.0,6390.0,4037.0,0.609,-41.0025824,-15.72463536,65336.01,6293.2
1580,Dobrada,SP,2429.0,2382.0,7756.0,5112.0,0.718,-48.40024272,-21.51480433,98288.5,11337.93
1581,Dois Córregos,SP,7632.0,7243.0,23371.0,15045.0,0.725,-48.38267599,-22.367316,683547.83,25595.29
1582,Dois Irmãos,RS,9407.0,9313.0,27178.0,19573.0,0.743,-51.08761931,-29.58415878,1635505.17,53672.39
1586,Dois Lajeados,RS,1056.0,555.0,1563.0,1044.0,0.757,-51.83510299,-28.97520539,89.64,26180.85
1587,Dois Riachos,AL,2950.0,1516.0,5081.0,2975.0,0.532,-37.08984965,-9.385670812,70479.8,6282.18
1588,Dois Vizinhos,PR,11699.0,9170.0,27749.0,18884.0,0.767,-53.05483599,-25.74601002,1479083.16,37445.14
1589,Dolcinópolis,SP,732.0,687.0,1946.0,1230.0,0.742,-50.51536308,-20.12287066,43.34,20261.42
1590,Dom Aquino,MT,2739.0,2216.0,6514.0,4044.0,0.69,-54.91748078,-15.80745515,339341.53,42370.03
1591,Dom Basílio,BA,2978.0,630.0,2237.0,1436.0,0.591,-41.77087758,-13.76332655,123444.64,9833.88
1593,Dom Cavati,MG,1701.0,1509.0,4595.0,2772.0,0.688,-42.11032405,-19.37916303,52548.45,9990.2
1594,Dom Eliseu,PA,13103.0,8538.0,30476.0,18931.0,0.615,-47.55591489,-4.29077772,656087.58,11459.84
1595,Dom Expedito Lopes,PI,1929.0,1050.0,3566.0,2333.0,0.601,-41.65238521,-6.957901843,68811.84,10158.23
1596,Dom Feliciano,RS,4642.0,1138.0,3325.0,2108.0,0.59,-52.10393358,-30.70859843,225294.42,14798.63
1597,Dom Inocêncio,PI,2560.0,601.0,2018.0,1290.0,0.55,-41.97685112,-9.008074943,53094.56,5650.76
1598,Dom Joaquim,MG,1334.0,907.0,2919.0,1714.0,0.622,-43.261348,-18.96455019,43218.61,9377.0
1599,Dom Macedo Costa,BA,1182.0,579.0,1761.0,1116.0,0.632,-39.18809417,-12.91148926,31596.42,7521.17
1600,Dom Pedrito,RS,13141.0,11818.0,35039.0,21870.0,0.708,-54.67413018,-30.98126706,1171903.18,29405.65
1601,Dom Pedro,MA,6219.0,4270.0,15243.0,9289.0,0.622,-44.44000991,-5.038447635,217058.73,9479.79
1603,Dom Silvério,MG,1707.0,1333.0,4023.0,2516.0,0.71,-42.97087297,-20.16220493,79463.07,14855.69
1604,Dom Viçoso,MG,972.0,327.0,997.0,648.0,0.687,-45.15916867,-22.25367411,29894.55,9728.13
1605,Domingos Martins,ES,9760.0,2584.0,7709.0,5270.0,0.669,-40.65939635,-20.36423852,688611.74,19908.4
1606,Domingos Mourão,PI,1106.0,284.0,958.0,622.0,0.55,-41.27188145,-4.253433634,30402.33,7090.1
1607,Dona Emma,SC,1123.0,586.0,1868.0,1187.0,0.742,-49.71689775,-26.98630061,88074.95,21806.13
1608,Dona Eusébia,MG,1896.0,1628.0,5105.0,3355.0,0.701,-42.80693406,-21.3238747,73.49,11335.54
1609,Dona Francisca,RS,1117.0,740.0,2143.0,1362.0,0.7,-53.36233318,-29.62485249,66.52,19846.11
1610,Dona Inês,PB,2960.0,1413.0,4634.0,2578.0,0.545,-35.62254065,-6.602122735,77519.04,7440.16
1616,Doresópolis,MG,495.0,388.0,1131.0,754.0,0.69,-45.90519689,-20.28845096,54486.03,35705.13
1617,Dormentes,PE,4655.0,1857.0,6002.0,3710.0,0.589,-40.77073581,-8.448656987,197315.16,10659.92
1618,Douradina,PR,2394.0,1699.0,5209.0,3434.0,0.72,-53.29644866,-23.38190722,491037.97,58912.77
1619,Douradina,MS,1376.0,1073.0,3268.0,2139.0,0.7,-54.60793067,-22.04553028,114882.42,19893.06
1620,Dourado,SP,2838.0,2602.0,7834.0,5145.0,0.738,-48.31623581,-22.1131672,699914.64,78615.59
1622,Dourados,MS,59438.0,56667.0,178212.0,119657.0,0.747,-54.81128912,-22.22723554,7826.59,36320.62
1623,Doutor Camargo,PR,2017.0,1768.0,5107.0,3289.0,0.746,-52.2227215,-23.55590133,151643.72,25031.98
1624,Doutor Maurício Cardoso,RS,1892.0,949.0,2619.0,1625.0,0.706,-54.35826799,-27.50921261,186166.76,36120.83
1625,Doutor Pedrinho,SC,1105.0,653.0,2019.0,1322.0,0.716,-49.47929336,-26.72046096,98747.81,24748.82
1626,Doutor Ricardo,RS,643.0,225.0,683.0,425.0,0.72,-51.98490439,-29.09903106,58931.05,28414.2
1627,Doutor Severiano,RN,1778.0,778.0,2776.0,1734.0,0.621,-38.37368308,-6.093687371,50420.63,7015.53
